0,100,100,100,100,100,100,100,100,100,100,100,100,100,100
9.12098421284124,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1.45142588955135,100,3.6777106209855,100,100,100,100,100,100,100,100,100,100,100,100
100,9.81034044219491,100,10.2362883387748,100,100,100,100,100,100,100,100,100,100,100
100,1.11998517073065,100,3.74978894920526,6.13088780131169,100,100,100,100,100,100,100,100,100,100
100,100,100,4.54458197532557,7.11042993979952,7.95284943956769,100,100,100,100,100,100,100,100,100
100,100,100,5.01527154953061,7.25252723833539,8.50990901141025,9.02391760205985,100,100,100,100,100,100,100,100
100,100,100,100,7.26546587895346,8.64729215149336,9.29154516259896,9.44754067501903,100,100,100,100,100,100,100
100,100,100,100,7.25008215727635,8.69444174054971,9.40826613201633,9.6941611855505,9.4280364811938,100,100,100,100,100,100
100,100,100,100,7.23456876223511,8.71098563449419,100,19.1364302704508,9.71078748031562,10.0205985738744,100,100,100,100,100
22.4374640267757,100,100,100,100,100,100,13.2456856980268,9.99507974048856,100,100,100,100,100,100
100,23.9985975517702,100,100,100,100,100,9.57065280912384,100,14.3622120069339,100,10.4694751612315,100,100,100
17.0449411302655,5.52328481907927,25.8207293948206,28.1000742844394,31.0194635347994,100,100,9.74382934837418,100,13.7925047407192,17.0395957486016,100,100,100,100
100,8.92724101236012,5.00685071387126,10.2543198213066,15.1020530613271,15.4486582780437,15.9407489775051,100,15.6024009684957,10.0021473090355,14.0512451609892,10.1062229050714,5.41896080736834,19.0918044323763,100
4.2053184777298,5.05705095246594,17.4720446721952,3.81997299648978,6.10256002189202,8.16918874747377,8.7987619589377,20.4963963395246,9.59099870563967,10.2079732298563,10.1673102915686,10.4951366445375,100,10.5916854796058,10.8568411462451
