12,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
100,10,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
8,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
4,9,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
3,5,10,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
3,4,6,10,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000
3,4,5,7,11,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000
3,4,5,6,8,12,100,100,100,10000,10000,10000,10000,10000,10000,10000
3,4,5,6,7,9,13,100,100,100,10000,10000,10000,10000,10000,10000
3,4,5,6,7,8,10,13,100,100,100,10000,10000,10000,10000,10000
3,4,5,6,7,8,9,11,14,100,100,100,10000,10000,10000,10000
3,4,5,6,7,8,9,10,12,14,100,100,100,10000,10000,10000
3,4,5,6,7,8,9,10,11,12,15,100,100,100,10000,10000
3,4,5,6,7,8,9,10,11,12,13,15,100,100,100,10000
3,4,5,6,7,8,9,10,11,12,13,14,15,100,100,100
