100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0.262866837110132,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0.228478328671225,0.260946747807912,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0.230478457924522,0.232436298986086,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0.237647101216828,0.187056715412919,0.212871607138704,100,100,100,100,100,100,100,100,100,100,100,100,100
0.258251323934454,0.24477650862852,0.207886761832167,0.218424244534887,100,100,100,100,100,100,100,100,100,100,100,100
0.199921247232707,0.207599675800184,0.259609340765356,0.215543813400431,0.225000576707149,100,100,100,100,100,100,100,100,100,100,100
0.202548762516227,0.210871072420697,0.221054672573744,0.216579071749903,0.222008077946972,0.23278477991515,100,100,100,100,100,100,100,100,100,100
0.203874417808937,0.212229718938853,0.219443964923347,0.220472579364796,0.224953078994684,0.227463090102813,0.215367948381731,100,100,100,100,100,100,100,100,100
0.204542903868067,0.212803076421953,0.218810753491134,0.221603789129443,0.224848102089377,0.231554046294886,0.251713633738575,0.226247862940085,100,100,100,100,100,100,100,100
0.204879935346643,0.213046157006065,0.218579504994138,0.221942653151919,0.224766804565203,0.227817930914073,0.239839085285052,0.256315472217011,0.239086667977084,100,100,100,100,100,100,100
0.205049844697883,0.213149353639432,0.218496357812543,0.222044728434377,0.224744212333433,0.226960356616794,0.23040275731509,0.243653776056947,0.26019658952639,0.209105399620073,100,100,100,100,100,100
0.205135499631969,0.213193181869909,0.218466566405222,0.222075507110332,0.224738402177194,0.226775376477324,0.228642574241275,0.231662990434257,0.246670340945164,0.244047500820035,0.226962322685512,100,100,100,100,100
0.205178679678406,0.213211798156696,0.218455900776663,0.222084789442735,0.224736923192176,0.226735734184342,0.228324089967904,0.2297877240802,0.232531688388293,0.232593807780844,0.247928628456563,0.247704020330905,100,100,100,100
