0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
3,4,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
2,5,6,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
2,4,9,8,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
2,3,7,15,10,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
2,3,5,9,100,13,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
2,3,4,6,10,100,15,10000,10000,10000,10000,10000,10000,10000,10000,10000
2,3,4,5,7,11,100,100,10000,10000,10000,10000,10000,10000,10000,10000
2,3,4,5,6,8,11,100,100,10000,10000,10000,10000,10000,10000,10000
2,3,4,5,6,7,9,12,100,100,10000,10000,10000,10000,10000,10000
2,3,4,5,6,7,8,10,13,100,100,10000,10000,10000,10000,10000
2,3,4,5,6,7,8,9,11,13,100,100,10000,10000,10000,10000
2,3,4,5,6,7,8,9,9,11,14,100,100,10000,10000,10000
2,3,4,5,6,7,8,9,10,11,12,15,100,100,10000,10000
2,3,4,5,6,7,8,9,10,11,12,13,15,100,100,10000
2,3,4,5,6,7,8,9,10,11,12,13,14,15,100,100
