100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
15,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
7,15,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
5,8,100,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
4,5,8,100,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000,10000
4,5,6,9,100,100,100,100,10000,10000,10000,10000,10000,10000,10000,10000
3,4,6,7,10,100,100,100,100,10000,10000,10000,10000,10000,10000,10000
3,4,5,6,8,11,100,100,100,100,10000,10000,10000,10000,10000,10000
3,4,5,6,7,9,11,100,100,100,100,10000,10000,10000,10000,10000
3,4,5,6,7,8,10,12,100,100,100,100,10000,10000,10000,10000
3,4,5,6,7,8,9,11,13,100,100,100,100,10000,10000,10000
3,4,5,6,7,8,9,10,12,13,100,100,100,100,10000,10000
3,4,5,6,7,8,9,10,11,12,14,100,100,100,100,10000
3,4,5,6,7,8,9,10,11,12,13,15,100,100,100,100
